,PKCosecha,PKCiclo,Fecha,Parcial,CantidadCosechada,PesoPromedio,Dispersion,VentaUSDReal,Usuario,TimeStamp,FechaSiembra,FechaCosecha,cycle_days
1085,6595,5077,2022-05-30,0,937919,21.74,0,66401.0,16,06/06/22 15:44:45,2022-03-13,2022-05-30,78.0
1086,6596,5084,2022-05-28,1,175653,26.41,0,16588.0,16,06/06/22 15:39:09,2022-03-16,2022-06-01,73.0
1087,6597,5087,2022-05-28,1,316647,21.26,0,21704.0,16,06/19/22 11:07:19,2022-03-18,2022-06-08,71.0
1088,6598,5075,2022-05-30,1,379564,23.879999,0,30253.0,16,06/06/22 15:39:59,2022-03-09,2022-06-02,82.0
1089,6599,5132,2022-05-31,0,1339024,0.41,0,0.0,16,05/31/22 19:07:50,2022-05-12,2022-05-31,19.0
1090,6600,5134,2022-06-01,0,1647222,0.36000001,0,0.0,16,06/06/22 13:32:35,2022-05-12,2022-06-01,20.0
1091,6601,5084,2022-06-01,0,1168451,25.16,0,106420.0,16,06/19/22 10:12:11,2022-03-16,2022-06-01,77.0
1092,6602,5075,2022-06-02,0,861176,25.5,0,64288.0,16,06/27/22 16:59:11,2022-03-09,2022-06-02,85.0
1093,6603,5073,2022-06-04,0,664226,23.9,0,54598.0,16,06/19/22 10:14:06,2022-03-04,2022-06-04,92.0
1094,6604,5087,2022-06-08,0,690364,25.07,0,60667.0,16,06/19/22 10:28:09,2022-03-18,2022-06-08,82.0
1095,6605,5078,2022-06-10,0,817678,25.059999,0,69282.0,16,06/19/22 10:50:56,2022-03-14,2022-06-10,88.0
1096,6606,5130,2022-06-11,0,217,4.5999999,0,0.0,16,06/19/22 12:27:55,2022-05-23,2022-06-11,19.0
1097,6607,5101,2022-06-08,1,294358,13.06,0,8876.0,16,06/27/22 16:50:49,2022-04-13,2022-07-20,56.0
1098,6608,5102,2022-06-09,1,238636,14.58,0,9254.0,16,06/27/22 16:52:06,2022-04-13,2022-07-16,57.0
1099,6609,5103,2022-06-09,1,354032,15.07,0,14182.0,16,06/27/22 16:53:20,2022-04-14,2022-07-08,56.0
1100,6610,5096,2022-06-10,1,153710,21.530001,0,11090.0,16,06/19/22 11:12:53,2022-04-05,2022-07-05,66.0
1101,6611,5100,2022-06-10,1,211915,21.74,0,15163.0,16,06/19/22 11:13:43,2022-04-06,2022-07-07,65.0
1102,6612,5092,2022-06-11,1,218421,20.82,0,14053.0,16,06/19/22 11:14:50,2022-03-31,2022-06-30,72.0
1103,6613,5093,2022-06-12,1,247703,22.110001,0,16984.0,16,06/19/22 11:15:36,2022-03-31,2022-06-29,73.0
1104,6614,5094,2022-06-12,1,223783,22.01,0,15854.0,16,06/19/22 11:17:17,2022-04-01,2022-06-27,72.0
1105,6615,5101,2022-06-14,1,220076,15.56,0,8426.0,16,07/12/22 21:34:41,2022-04-13,2022-07-20,62.0
1106,6616,5136,2022-06-03,0,1404167,0.23999999,0,0.0,16,06/19/22 11:21:23,2022-05-16,2022-06-03,18.0
1107,6617,5133,2022-06-07,0,2389552,0.67000002,0,0.0,16,06/19/22 11:27:00,2022-05-12,2022-06-07,26.0
1108,6618,5135,2022-06-08,0,1930435,0.69,0,0.0,16,06/19/22 12:13:51,2022-05-16,2022-06-08,23.0
1109,6619,5138,2022-06-09,0,500000,0.079999998,0,0.0,16,06/19/22 12:16:38,2022-05-27,2022-06-09,13.0
1110,6620,5139,2022-06-15,0,1856000,0.25,0,0.0,16,06/21/22 08:46:53,2022-05-27,2022-06-15,19.0
1111,6621,5140,2022-06-16,0,1684000,0.25,0,0.0,16,06/21/22 08:48:40,2022-05-28,2022-06-16,19.0
1112,6622,5095,2022-06-15,1,444693,17.98,0,26072.0,16,07/12/22 21:11:22,2022-04-05,2022-07-06,71.0
1113,6623,5092,2022-06-16,1,399684,21.690001,0,31722.0,16,07/12/22 21:09:42,2022-03-31,2022-06-30,77.0
1114,6624,5093,2022-06-17,1,198469,23.040001,0,16898.0,16,07/12/22 21:07:54,2022-03-31,2022-06-29,78.0
1115,6625,5096,2022-06-17,1,233178,22.219999,0,19398.0,16,07/12/22 21:13:47,2022-04-05,2022-07-05,73.0
1116,6626,5094,2022-06-18,1,215037,22.370001,0,17588.0,16,07/12/22 21:14:40,2022-04-01,2022-06-27,78.0
1117,6627,5100,2022-06-18,1,94485,24.26,0,8337.0,16,07/12/22 21:16:14,2022-04-06,2022-07-07,73.0
1118,6628,5094,2022-06-21,1,122914,23.1,0,10610.0,16,07/12/22 21:05:27,2022-04-01,2022-06-27,81.0
1119,6629,5102,2022-06-26,1,168562,19.780001,0,10337.0,16,07/12/22 21:17:30,2022-04-13,2022-07-16,74.0
1120,6630,5103,2022-06-26,1,219782,22.219999,0,16933.0,16,07/12/22 21:18:11,2022-04-14,2022-07-08,73.0
1121,6631,5113,2022-06-26,1,587592,15.82,0,26646.0,16,07/12/22 21:18:50,2022-05-04,2022-08-16,53.0
1122,6632,5094,2022-06-27,0,530678,27.120001,0,50114.0,16,06/27/22 17:03:54,2022-04-01,2022-06-27,87.0
1123,6633,5141,2022-06-14,0,623077,0.13,0,0.0,16,06/28/22 14:21:50,2022-05-28,2022-06-14,17.0
1124,6634,5142,2022-06-14,0,620000,0.15000001,0,0.0,16,06/28/22 14:22:41,2022-05-28,2022-06-14,17.0
1125,6635,5143,2022-06-14,0,494444,0.18000001,0,0.0,16,06/28/22 14:23:18,2022-05-28,2022-06-14,17.0
1126,6636,5125,2022-06-27,1,408136,16.200001,0,19459.0,16,07/12/22 21:19:28,2022-05-09,2022-08-10,49.0
1127,6637,5115,2022-06-27,1,797946,12.82,0,23932.0,16,07/12/22 21:20:14,2022-05-05,2022-08-12,53.0
1128,6638,5093,2022-06-29,0,768433,28.639999,0,87524.0,16,07/12/22 21:07:29,2022-03-31,2022-06-29,90.0
1129,6639,5092,2022-06-30,0,828193,28.379999,0,96000.0,16,07/12/22 21:08:48,2022-03-31,2022-06-30,91.0
1130,6640,5112,2022-06-29,1,212007,18.540001,0,12655.0,16,07/12/22 21:21:08,2022-04-26,2022-07-19,64.0
1131,6641,5110,2022-06-30,1,180685,18.719999,0,10649.0,16,07/12/22 21:22:34,2022-04-26,2022-07-17,65.0
1132,6642,5109,2022-06-30,1,201854,20.5,0,15019.0,16,07/12/22 21:23:25,2022-04-22,2022-07-16,69.0
1133,6643,5111,2022-07-01,1,160373,19.34,0,10297.0,16,07/12/22 21:24:42,2022-04-26,2022-07-17,66.0
1134,6644,5123,2022-07-02,1,371143,13.36,0,12736.0,16,07/19/22 13:38:36,2022-05-10,2022-08-13,53.0
1135,6645,5122,2022-07-02,1,321504,13.24,0,11136.0,16,07/19/22 13:39:19,2022-05-10,2022-08-14,53.0
1136,6646,5115,2022-07-03,1,622140,14.32,0,24655.0,16,07/12/22 21:26:47,2022-05-05,2022-08-12,59.0
1137,6647,5122,2022-07-03,1,410509,13.22,0,14324.0,16,07/12/22 21:28:02,2022-05-10,2022-08-14,54.0
1138,6648,5114,2022-07-03,1,149689,17.41,0,8092.0,16,07/19/22 13:39:55,2022-05-03,2022-08-04,61.0
1139,6649,5129,2022-07-04,1,423823,13.51,0,15005.0,16,07/19/22 13:40:44,2022-05-19,2022-08-16,46.0
1140,6650,5131,2022-07-05,1,329598,13.17,0,11406.0,16,07/19/22 13:41:38,2022-05-24,2022-09-09,42.0
1141,6651,5127,2022-07-06,1,152732,15.55,0,6792.0,16,07/19/22 19:22:52,2022-05-17,2022-08-11,50.0
1142,6652,5113,2022-07-11,1,354607,18.6,0,17460.0,16,07/24/22 16:41:01,2022-05-04,2022-08-16,68.0
1143,6653,5096,2022-07-05,0,597379,28.58,0,67144.0,16,07/19/22 13:22:00,2022-04-05,2022-07-05,91.0
1144,6654,5095,2022-07-06,0,1104043,26.190001,0,120411.0,16,07/19/22 13:21:03,2022-04-05,2022-07-06,92.0
1145,6655,5100,2022-07-07,0,566357,29.27,0,73333.0,16,07/19/22 13:19:53,2022-04-06,2022-07-07,92.0
1146,6656,5103,2022-07-08,0,705266,21.690001,0,61974.0,16,07/19/22 13:18:42,2022-04-14,2022-07-08,85.0
1147,6657,5150,2022-07-07,0,4434286,0.34999999,0,0.0,16,07/12/22 21:35:36,2022-06-12,2022-07-07,25.0
1148,6658,5151,2022-07-08,0,1921875,0.31999999,0,0.0,16,07/12/22 21:38:38,2022-06-12,2022-07-08,26.0
1149,6659,5125,2022-07-11,1,275892,17.940001,0,13205.0,16,07/24/22 16:42:18,2022-05-09,2022-08-10,63.0
1150,6660,5115,2022-07-13,1,524138,14.69,0,23570.0,16,07/19/22 19:25:31,2022-05-05,2022-08-12,69.0
1151,6661,5122,2022-07-13,1,213548,15.28,0,9210.0,16,07/24/22 16:42:50,2022-05-10,2022-08-14,64.0
1152,6662,5102,2022-07-16,0,577888,23.92,0,57646.0,16,07/24/22 16:46:58,2022-04-13,2022-07-16,94.0
1153,6663,5109,2022-07-16,0,469111,23.92,0,43711.0,16,07/24/22 16:48:11,2022-04-22,2022-07-16,85.0
1154,6664,5110,2022-07-17,0,379935,24.129999,0,35339.0,16,08/01/22 17:52:24,2022-04-26,2022-07-17,82.0
1155,6665,5111,2022-07-17,0,308044,23.0,0,26445.0,16,08/01/22 17:53:17,2022-04-26,2022-07-17,82.0
1156,6666,5112,2022-07-19,0,477404,21.280001,0,39952.0,16,08/01/22 17:54:10,2022-04-26,2022-07-19,84.0
1157,6667,5161,2022-07-19,0,615625,0.31999999,0,0.0,16,07/24/22 14:11:59,2022-06-25,2022-07-19,24.0
1158,6668,5163,2022-07-20,0,3596429,0.28,0,0.0,16,07/24/22 14:13:37,2022-06-26,2022-07-20,24.0
1159,6669,5160,2022-07-21,0,842424,0.33000001,0,0.0,16,07/24/22 14:23:21,2022-06-25,2022-07-21,26.0
1160,6670,5164,2022-07-21,0,1200000,0.23999999,0,0.0,16,07/24/22 14:29:31,2022-06-28,2022-07-21,23.0
1161,6671,5162,2022-07-22,0,692000,0.5,0,0.0,16,07/24/22 15:53:34,2022-06-25,2022-07-22,27.0
1162,6672,5159,2022-07-23,0,3945000,0.40000001,0,0.0,16,07/26/22 11:37:21,2022-06-25,2022-07-23,28.0
1163,6673,5101,2022-07-20,0,618466,25.290001,0,66938.0,16,08/01/22 17:55:02,2022-04-13,2022-07-20,98.0
1164,6674,5114,2022-07-19,1,81223,20.65,0,5133.0,16,08/01/22 17:47:57,2022-05-03,2022-08-04,77.0
1165,6675,5125,2022-07-21,1,247139,21.15,0,18698.0,16,08/18/22 10:11:35,2022-05-09,2022-08-10,73.0
1166,6676,5122,2022-07-21,1,201593,18.139999,0,9784.0,16,08/01/22 17:51:11,2022-05-10,2022-08-14,72.0
1167,6677,5115,2022-07-22,1,455061,17.98,0,29284.0,16,08/18/22 10:12:43,2022-05-05,2022-08-12,78.0
1168,6678,5113,2022-07-23,1,215742,21.799999,0,19528.0,16,08/18/22 10:13:33,2022-05-04,2022-08-16,80.0
1169,6679,5129,2022-07-24,1,401669,17.35,0,17285.0,16,08/18/22 10:17:29,2022-05-19,2022-08-16,66.0
1170,6680,5131,2022-07-24,1,186365,18.49,0,12727.0,16,08/18/22 10:18:07,2022-05-24,2022-09-09,61.0
1171,6681,5123,2022-07-25,1,203226,18.860001,0,14385.0,16,08/18/22 10:18:47,2022-05-10,2022-08-13,76.0
1172,6682,5127,2022-07-25,1,133772,21.34,0,11518.0,16,08/18/22 10:19:26,2022-05-17,2022-08-11,69.0
1173,6683,5137,2022-07-28,1,274240,14.6,0,11777.0,16,08/18/22 10:20:22,2022-05-31,2022-09-23,58.0
1174,6684,5146,2022-07-28,1,591422,13.01,0,22396.0,16,08/18/22 10:21:30,2022-06-07,2022-09-11,51.0
1175,6685,5115,2022-07-29,1,431119,21.780001,0,35886.0,16,08/18/22 10:22:21,2022-05-05,2022-08-12,85.0
1176,6686,5144,2022-07-29,1,314243,15.58,0,16143.0,16,08/29/22 15:42:00,2022-06-01,2022-09-13,58.0
1177,6687,5147,2022-07-29,1,388885,15.28,0,19237.0,16,08/18/22 10:24:11,2022-06-08,2022-09-22,51.0
1178,6688,5145,2022-07-30,1,273433,15.4,0,13945.0,16,08/18/22 10:24:49,2022-06-03,2022-09-08,57.0
1179,6689,5146,2022-08-15,1,346479,17.040001,0,19991.0,16,08/29/22 15:36:56,2022-06-07,2022-09-11,69.0
1180,6690,5114,2022-08-04,0,444512,24.6,0,45632.0,16,08/18/22 10:26:13,2022-05-03,2022-08-04,93.0
1181,6691,5128,2022-08-09,0,798649,26.85,0,94868.0,16,08/18/22 10:27:07,2022-05-18,2022-08-09,83.0
1182,6692,5125,2022-08-10,0,794539,26.790001,0,92906.0,16,08/18/22 10:28:00,2022-05-09,2022-08-10,93.0
1183,6693,5129,2022-08-16,0,1268700,23.799999,0,121645.0,16,08/29/22 15:39:53,2022-05-19,2022-08-16,89.0
1184,6694,5122,2022-08-14,0,1341597,25.58,0,142925.0,16,08/29/22 15:38:04,2022-05-10,2022-08-14,96.0
1185,6695,5113,2022-08-16,0,979481,28.889999,0,130266.0,16,08/29/22 15:40:37,2022-05-04,2022-08-16,104.0
1186,6696,5127,2022-08-11,0,387278,25.290001,0,41423.0,16,08/18/22 10:32:02,2022-05-17,2022-08-11,86.0
1187,6697,5123,2022-08-13,0,637391,26.09,0,70816.0,16,08/29/22 15:36:18,2022-05-10,2022-08-13,95.0
1188,6698,5115,2022-08-12,0,1582901,24.68,0,161702.0,16,08/29/22 15:34:44,2022-05-05,2022-08-12,99.0
1189,6699,5181,2022-08-16,0,727586,0.28999999,0,0.0,16,08/18/22 10:37:04,2022-07-26,2022-08-16,21.0
1190,6700,5178,2022-08-16,0,706897,0.28999999,0,0.0,16,08/18/22 10:39:34,2022-07-25,2022-08-16,22.0
1191,6701,5175,2022-08-17,0,3355263,0.38,0,0.0,16,08/18/22 10:40:46,2022-07-25,2022-08-17,23.0
1192,6702,5179,2022-08-18,0,3712195,0.41,0,0.0,16,08/18/22 10:42:25,2022-07-26,2022-08-18,23.0
1193,6703,5176,2022-08-19,0,2921739,0.46000001,0,0.0,16,08/29/22 13:47:08,2022-07-25,2022-08-19,25.0
1194,6704,5180,2022-08-20,0,1840000,0.44999999,0,0.0,16,08/29/22 14:41:06,2022-07-26,2022-08-20,25.0
1195,6705,5177,2022-08-21,0,1512698,0.63,0,0.0,16,08/29/22 15:17:42,2022-07-25,2022-08-21,27.0
1196,6706,5187,2022-08-25,0,1342857,0.20999999,0,0.0,16,08/29/22 15:45:50,2022-08-09,2022-08-25,16.0
1197,6707,5153,2022-08-27,1,485828,16.709999,0,26655.0,16,09/10/22 17:37:10,2022-06-15,2022-09-27,73.0
1198,6708,5154,2022-08-27,1,429441,18.0,0,26460.0,16,09/10/22 17:37:35,2022-06-16,2022-09-28,72.0
1199,6709,5148,2022-09-06,1,65189,18.5,0,4010.0,16,09/12/22 19:13:01,2022-06-09,2022-09-29,89.0
1200,6710,5149,2022-09-06,1,65731,17.450001,0,3832.0,16,09/12/22 19:13:21,2022-06-09,2022-09-29,89.0
1201,6711,5157,2022-09-07,1,317976,18.58,0,19615.0,16,09/12/22 19:13:49,2022-07-07,2022-10-11,62.0
1202,6712,5156,2022-09-10,1,378273,22.0,0,34182.0,16,09/26/22 18:20:15,2022-07-07,2022-10-10,65.0
1203,6713,5145,2022-09-08,0,735388,28.879999,0,91295.0,16,09/26/22 18:15:23,2022-06-03,2022-09-08,97.0
1204,6714,5131,2022-09-09,0,553527,34.73,0,94558.0,16,09/26/22 18:16:08,2022-05-24,2022-09-09,108.0
1205,6715,5146,2022-09-11,0,1114185,27.0,0,127071.0,16,09/28/22 14:50:01,2022-06-07,2022-09-11,96.0
1206,6716,5137,2022-09-11,1,200307,29.299999,0,28039.0,16,09/26/22 18:20:44,2022-05-31,2022-09-23,103.0
1207,6717,5158,2022-09-11,1,290924,18.620001,0,19706.0,16,09/26/22 18:21:12,2022-07-08,2022-10-12,65.0
1208,6718,5152,2022-09-12,1,215500,18.0,0,14112.0,16,09/26/22 18:21:39,2022-06-12,2022-10-07,92.0
1209,6719,5196,2022-09-13,0,921905,2.0999999,0,0.0,16,09/20/22 15:46:35,2022-08-25,2022-09-13,19.0
1210,6720,5192,2022-09-13,0,1235556,0.44999999,0,0.0,16,09/20/22 15:47:37,2022-08-20,2022-09-13,24.0
1211,6721,5195,2022-09-16,0,1931818,0.22,0,0.0,16,09/20/22 15:51:21,2022-08-26,2022-09-16,21.0
1212,6722,5144,2022-09-13,0,784234,31.459999,0,113381.0,16,09/26/22 18:17:51,2022-06-01,2022-09-13,104.0
1213,6723,5147,2022-09-22,0,954488,34.98,0,166217.0,16,10/03/22 10:08:29,2022-06-08,2022-09-22,106.0
1214,6724,5137,2022-09-23,0,528138,32.66,0,80001.0,16,10/03/22 10:24:49,2022-05-31,2022-09-23,115.0
1215,6725,5155,2022-09-24,0,651187,30.75,0,86245.0,16,10/03/22 10:26:59,2022-06-14,2022-09-24,102.0
1216,6726,5174,2022-09-20,1,194118,19.209999,0,14081.0,16,10/03/22 10:37:10,2022-07-23,2022-10-21,59.0
1217,6727,5166,2022-09-21,1,295543,17.5,0,18460.0,16,10/03/22 10:39:36,2022-07-20,2022-10-24,63.0
1218,6728,5167,2022-09-21,1,317257,17.5,0,19447.0,16,10/03/22 10:41:25,2022-07-20,2022-10-22,63.0
1219,6729,5168,2022-09-22,1,283778,18.0,0,19007.0,16,10/03/22 10:43:36,2022-07-20,2022-10-21,64.0
1220,6730,5158,2022-09-23,1,241578,22.440001,0,22492.0,16,10/03/22 10:44:13,2022-07-08,2022-10-12,77.0
1221,6731,5174,2022-09-24,1,173714,19.629999,0,13422.0,16,10/03/22 10:38:16,2022-07-23,2022-10-21,63.0
1222,6732,5173,2022-09-25,1,571700,20.0,0,43095.0,16,10/13/22 19:15:38,2022-07-23,2022-10-23,64.0
1223,6733,5165,2022-09-25,1,152524,23.57,0,15375.0,16,10/13/22 19:16:13,2022-07-19,2022-10-06,68.0
1224,6734,5166,2022-09-26,1,130149,18.74,0,9316.0,16,10/13/22 19:16:58,2022-07-20,2022-10-24,68.0
1225,6735,5167,2022-09-26,1,101466,19.1,0,7321.0,16,10/13/22 19:18:02,2022-07-20,2022-10-22,68.0
1226,6736,5194,2022-09-20,0,2333333,0.44999999,0,0.0,16,09/26/22 18:29:41,2022-08-26,2022-09-20,25.0
1227,6737,5193,2022-09-27,0,3256667,0.89999998,0,0.0,16,10/03/22 10:03:24,2022-08-26,2022-09-27,32.0
1228,6738,5153,2022-09-27,0,932259,26.379999,0,105821.0,16,10/13/22 19:11:23,2022-06-15,2022-09-27,104.0
1229,6739,5154,2022-09-28,0,951043,26.370001,0,107502.0,16,10/13/22 19:12:12,2022-06-16,2022-09-28,104.0
1230,6740,5148,2022-09-29,0,108778,24.719999,0,11839.0,16,10/13/22 19:12:58,2022-06-09,2022-09-29,112.0
1231,6741,5149,2022-09-29,0,117510,25.299999,0,12798.0,16,10/13/22 19:13:37,2022-06-09,2022-09-29,112.0
1232,6742,5172,2022-09-30,0,522150,22.98,0,39177.0,16,10/13/22 19:14:26,2022-07-21,2022-09-30,71.0
1233,6743,5171,2022-09-30,0,252588,23.18,0,23348.0,16,10/13/22 19:14:53,2022-07-21,2022-09-30,71.0
1234,6744,5169,2022-10-01,0,238581,23.120001,0,21472.0,16,10/13/22 19:20:12,2022-07-21,2022-10-01,72.0
1235,6745,5170,2022-10-01,0,165726,24.1,0,17136.0,16,10/13/22 19:22:49,2022-07-21,2022-10-01,72.0
1236,6746,5165,2022-10-06,0,391015,26.6,0,44341.0,16,10/13/22 19:34:27,2022-07-19,2022-10-06,79.0
1237,6747,5152,2022-10-07,0,535407,27.0,0,60848.0,16,10/13/22 19:36:43,2022-06-12,2022-10-07,117.0
1238,6748,5156,2022-10-10,0,958635,31.5,0,139324.0,16,10/25/22 15:22:17,2022-07-07,2022-10-10,95.0
1239,6749,5157,2022-10-11,0,1054070,28.5,0,135363.0,16,10/25/22 15:23:12,2022-07-07,2022-10-11,96.0
1240,6750,5201,2022-10-06,0,954839,0.31,0,0.0,16,10/13/22 19:41:00,2022-09-15,2022-10-06,21.0
1241,6751,5202,2022-10-06,0,737500,0.31999999,0,0.0,16,10/13/22 19:42:25,2022-09-15,2022-10-06,21.0
1242,6752,5200,2022-10-07,0,1854286,0.34999999,0,0.0,16,10/13/22 19:43:00,2022-09-15,2022-10-07,22.0
1243,6753,5209,2022-10-08,0,1163636,0.11,0,0.0,16,10/13/22 19:43:36,2022-09-24,2022-10-08,14.0
1244,6754,5208,2022-10-09,0,816667,0.12,0,0.0,16,10/13/22 19:44:08,2022-09-24,2022-10-09,15.0
1245,6755,5210,2022-10-10,0,1140000,0.2,0,0.0,16,10/13/22 19:45:12,2022-09-24,2022-10-10,16.0
1246,6756,5158,2022-10-12,0,586918,30.5,0,80086.0,16,10/25/22 15:24:08,2022-07-08,2022-10-12,96.0
1247,6757,5206,2022-10-13,0,926087,0.23,0,0.0,16,10/17/22 14:13:32,2022-09-24,2022-10-13,19.0
1248,6758,5207,2022-10-14,0,1590625,0.31999999,0,0.0,16,10/17/22 14:14:04,2022-09-24,2022-10-14,20.0
1249,6759,5174,2022-10-21,0,509946,29.66,0,69406.0,16,10/31/22 10:16:55,2022-07-23,2022-10-21,90.0
1250,6760,5168,2022-10-21,0,454891,27.6,0,53600.0,16,10/31/22 10:17:57,2022-07-20,2022-10-21,93.0
1251,6761,5167,2022-10-22,0,464021,28.6,0,58606.0,16,10/31/22 10:18:33,2022-07-20,2022-10-22,94.0
1252,6762,5173,2022-10-23,0,914000,24.0,0,99843.0,16,10/31/22 10:19:05,2022-07-23,2022-10-23,92.0
1253,6763,5166,2022-10-24,0,337088,28.5,0,43247.0,16,11/09/22 15:46:54,2022-07-20,2022-10-24,96.0
1254,6764,5185,2022-10-19,1,325897,17.84,0,19763.0,16,10/31/22 10:20:28,2022-08-18,2022-11-11,62.0
1255,6765,5188,2022-10-19,1,198426,17.15,0,11242.0,16,10/31/22 10:20:55,2022-08-19,2022-11-08,61.0
1256,6766,5190,2022-10-20,1,217114,17.120001,0,9674.0,16,10/31/22 10:21:22,2022-08-19,2022-11-15,62.0
1257,6767,5184,2022-10-26,1,406958,24.0,0,37555.0,16,11/09/22 15:47:36,2022-08-17,2022-11-09,70.0
1258,6768,5182,2022-10-18,1,101649,18.799999,0,6663.0,16,10/31/22 10:19:57,2022-08-16,2022-11-10,63.0
1259,6769,5188,2022-10-27,1,177704,19.6,0,12535.0,16,11/09/22 15:49:37,2022-08-19,2022-11-08,69.0
1260,6771,5230,2022-10-27,0,1800000,0.13,0,0.0,16,11/09/22 14:41:52,2022-10-11,2022-10-27,16.0
1261,6773,5229,2022-10-28,0,4044444,0.18000001,0,0.0,16,11/09/22 14:47:47,2022-10-10,2022-10-28,18.0
1262,6774,5224,2022-11-01,0,480000,0.25,0,0.0,16,11/09/22 14:53:19,2022-10-10,2022-11-01,22.0
1263,6775,5223,2022-11-02,0,3779310,0.28999999,0,0.0,16,11/09/22 14:55:12,2022-10-10,2022-11-02,23.0
1264,6776,5189,2022-11-07,0,1063736,26.5,0,98546.0,16,11/28/22 17:09:53,2022-08-19,2022-11-07,80.0
1265,6777,5188,2022-11-08,0,873377,22.799999,0,68016.0,16,12/01/22 08:56:13,2022-08-19,2022-11-08,81.0
1266,6778,5184,2022-11-09,0,1735971,27.549999,0,180080.0,16,12/01/22 08:58:05,2022-08-17,2022-11-09,84.0
1267,6779,5182,2022-11-10,0,508490,24.5,0,43621.0,16,12/01/22 08:59:09,2022-08-16,2022-11-10,86.0
1268,6780,5185,2022-11-11,0,1552571,24.5,0,133401.0,16,12/01/22 10:43:29,2022-08-18,2022-11-11,85.0
1269,6781,5197,2022-11-12,0,673191,23.5,0,52291.0,16,12/01/22 10:46:41,2022-09-13,2022-11-12,60.0
1270,6782,5186,2022-11-13,0,858720,25.0,0,76042.0,16,12/01/22 10:48:01,2022-08-18,2022-11-13,87.0
1271,6783,5183,2022-11-14,0,542077,26.0,0,52437.0,16,12/01/22 10:49:28,2022-08-16,2022-11-14,90.0
1272,6784,5190,2022-11-15,0,1247519,27.0,0,125647.0,16,12/01/22 10:51:23,2022-08-19,2022-11-15,88.0
1273,6785,5191,2022-11-16,0,1292154,26.0,0,113053.0,16,12/01/22 12:03:05,2022-08-20,2022-11-16,88.0
1274,6786,5228,2022-11-15,0,2345000,0.2,0,0.0,16,12/01/22 10:59:15,2022-10-21,2022-11-15,25.0
1275,6787,5227,2022-11-16,0,1844444,0.27000001,0,0.0,16,12/01/22 11:20:59,2022-10-21,2022-11-16,26.0
1276,6788,5231,2022-11-19,0,1785000,0.2,0,0.0,16,12/01/22 11:28:23,2022-10-27,2022-11-19,23.0
1277,6789,5234,2022-11-24,0,1154545,0.22,0,0.0,16,12/01/22 11:49:31,2022-11-05,2022-11-24,19.0
1278,6790,5241,2022-11-24,0,3681818,0.22,0,0.0,16,12/01/22 11:51:16,2022-11-05,2022-11-24,19.0
1279,6791,5232,2022-11-25,0,1614286,0.20999999,0,0.0,16,12/01/22 11:52:47,2022-11-05,2022-11-25,20.0
1280,6792,5233,2022-11-25,0,1266667,0.23999999,0,0.0,16,12/01/22 11:54:28,2022-11-05,2022-11-25,20.0
1281,6793,5243,2022-12-01,0,4334615,0.25999999,0,0.0,16,12/01/22 11:58:18,2022-11-10,2022-12-01,21.0
1282,6794,5242,2022-12-02,0,2321622,0.37,0,0.0,16,12/12/22 14:16:56,2022-11-10,2022-12-02,22.0
1283,6795,5250,2022-12-08,0,921739,0.23,0,0.0,16,12/12/22 14:19:00,2022-11-21,2022-12-08,17.0
1284,6796,5249,2022-12-09,0,869565,0.23,0,0.0,16,12/12/22 14:22:28,2022-11-21,2022-12-09,18.0
1285,6797,5198,2022-12-08,0,1118365,26.299999,0,94187.0,16,12/22/22 08:26:51,2022-09-13,2022-12-08,86.0
1286,6798,5199,2022-12-05,1,476280,25.0,0,35593.0,16,12/12/22 17:22:18,2022-09-16,2022-12-20,80.0
1287,6799,5212,2022-12-18,0,882404,28.700001,0,90208.0,16,12/22/22 08:27:49,2022-09-27,2022-12-18,82.0
1288,6800,5211,2022-12-21,0,1590077,27.309999,0,147798.0,16,01/04/23 11:01:00,2022-09-27,2022-12-21,85.0
1289,6801,5199,2022-12-20,0,712814,29.5,0,73896.0,16,01/04/23 11:00:09,2022-09-16,2022-12-20,95.0
1290,6802,5216,2022-12-16,1,433895,19.0,0,24464.0,16,12/22/22 08:35:37,2022-10-06,2023-01-21,71.0
1291,6803,5213,2022-12-16,1,374785,18.6,0,20888.0,16,12/22/22 08:36:12,2022-10-06,2023-01-20,71.0
1292,6804,5252,2022-12-13,0,1481818,0.22,0,0.0,16,12/22/22 08:37:16,2022-11-25,2022-12-13,18.0
1293,6805,5251,2022-12-26,0,1167961,1.03,0,0.0,16,01/04/23 10:12:27,2022-11-25,2022-12-26,31.0
1294,6806,5259,2022-12-28,0,3602632,1.14,0,0.0,16,01/04/23 10:54:28,2022-11-28,2022-12-28,30.0
1295,6807,5203,2022-12-22,1,1103011,26.9,0,102134.0,16,01/04/23 10:59:23,2022-09-20,2022-12-28,93.0
1296,6808,5203,2022-12-28,0,258551,28.0,0,25466.0,16,01/04/23 11:08:22,2022-09-20,2022-12-28,99.0
1297,6809,5225,2023-01-02,1,148876,25.799999,0,13562.0,16,01/10/23 11:50:08,2022-10-13,2023-02-04,81.0
1298,6810,5226,2023-01-03,1,532245,20.219999,0,35151.0,16,01/10/23 12:26:38,2022-10-14,2023-01-26,81.0
1299,6811,5216,2023-01-04,1,289136,22.0,0,22662.0,16,01/10/23 12:27:06,2022-10-06,2023-01-21,90.0
