,PKCosecha,PKCiclo,Fecha,Parcial,CantidadCosechada,PesoPromedio,Dispersion,VentaUSDReal,Usuario,TimeStamp,FechaSiembra,FechaCosecha,cycle_days
868,6376,5004,2021-12-30,0,1015556,0.44999999,0,0.0,16,01/21/22 12:49:32,2021-12-17,2021-12-30,13.0
869,6377,5016,2022-01-12,0,1992000,0.75,0,0.0,16,01/21/22 13:06:12,2021-12-31,2022-01-12,12.0
870,6378,5015,2022-01-13,0,1471579,0.94999999,0,0.0,16,01/21/22 13:08:49,2021-12-31,2022-01-13,13.0
871,6379,4950,2022-01-16,0,240545,27.450001,0,27659.0,16,01/28/22 12:04:06,2021-10-13,2022-01-16,95.0
872,6380,4947,2022-01-16,0,367309,25.66,0,38973.0,16,01/28/22 12:04:53,2021-10-13,2022-01-16,95.0
873,6381,4951,2022-01-18,0,382191,25.16,0,43052.0,16,01/24/22 23:10:01,2021-10-13,2022-01-18,97.0
874,6382,4948,2022-01-20,0,199382,28.469999,0,25793.0,16,01/24/22 23:11:06,2021-10-13,2022-01-20,99.0
875,6383,4966,2022-01-08,1,323390,19.700001,0,27185.0,16,01/21/22 13:28:52,2021-10-26,2022-01-27,74.0
876,6384,4965,2022-01-07,1,331553,20.030001,0,27705.0,16,01/21/22 13:31:45,2021-10-22,2022-01-25,77.0
877,6385,4969,2022-01-08,1,109182,20.870001,0,10050.0,16,01/21/22 13:30:17,2021-10-26,2022-01-26,74.0
878,6386,4975,2022-01-07,1,197878,16.280001,0,12666.0,16,01/21/22 13:30:53,2021-10-28,2022-01-26,71.0
879,6387,4985,2022-01-09,1,345452,13.47,0,16142.0,16,01/21/22 13:32:16,2021-11-18,2022-02-09,52.0
880,6388,4980,2022-01-09,1,101346,18.129999,0,7377.0,16,01/21/22 13:32:50,2021-11-10,2022-02-14,60.0
881,6389,4953,2022-01-10,1,260325,22.42,0,26060.0,16,01/21/22 15:31:40,2021-10-14,2022-02-01,88.0
882,6390,4973,2022-01-10,1,102578,17.92,0,7398.0,16,01/21/22 15:32:20,2021-11-09,2022-03-05,62.0
883,6391,4986,2022-01-14,1,179852,15.7,0,10381.0,16,01/21/22 15:32:52,2021-11-18,2022-02-19,57.0
884,6392,4977,2022-01-18,1,198686,21.860001,0,19601.0,16,01/24/22 23:12:58,2021-11-16,2022-02-04,63.0
885,6393,4976,2022-01-22,1,250214,21.76,0,21357.0,16,02/08/22 14:04:59,2021-11-12,2022-02-14,71.0
886,6394,4978,2022-01-22,1,264474,18.02,0,18987.0,16,01/28/22 12:05:32,2021-11-17,2022-02-17,66.0
887,6395,4953,2022-01-23,1,299411,28.84,0,37287.0,16,02/08/22 14:06:11,2021-10-14,2022-02-01,101.0
888,6396,4985,2022-01-23,1,218900,18.629999,0,14323.0,16,02/08/22 14:06:55,2021-11-18,2022-02-09,66.0
889,6397,4952,2022-01-24,1,316949,29.440001,0,41707.0,16,02/08/22 13:59:23,2021-10-14,2022-01-27,102.0
890,6398,4965,2022-01-24,1,377184,25.059999,0,42149.0,16,02/08/22 13:50:55,2021-10-22,2022-01-25,94.0
891,6399,4965,2022-01-25,0,1039392,25.110001,0,99314.0,16,02/08/22 13:51:43,2021-10-22,2022-01-25,95.0
892,6400,4975,2022-01-26,0,653300,21.200001,0,59272.0,16,02/08/22 13:56:41,2021-10-28,2022-01-26,90.0
893,6401,4969,2022-01-26,0,385255,24.6,0,41118.0,16,02/08/22 13:57:43,2021-10-26,2022-01-26,92.0
894,6402,4952,2022-01-27,0,601348,29.940001,0,73919.0,16,02/08/22 13:59:59,2021-10-14,2022-01-27,105.0
895,6403,4966,2022-01-26,1,325434,27.190001,0,36276.0,16,02/08/22 14:03:35,2021-10-26,2022-01-27,92.0
896,6404,4966,2022-01-27,0,701942,25.75,0,77800.0,16,02/08/22 14:04:03,2021-10-26,2022-01-27,93.0
897,6405,4974,2022-01-27,1,484893,21.27,0,44640.0,16,02/08/22 14:07:39,2021-10-28,2022-02-02,91.0
898,6406,5028,2022-01-27,0,2927273,0.22,0,0.0,16,01/28/22 11:58:24,2022-01-12,2022-01-27,15.0
899,6407,5020,2022-01-31,0,907692,0.51999998,0,0.0,16,02/08/22 13:29:28,2022-01-11,2022-01-31,20.0
900,6408,5021,2022-02-01,0,1297778,0.44999999,0,0.0,16,02/08/22 13:32:03,2022-01-12,2022-02-01,20.0
901,6409,5003,2021-12-30,0,894444,0.54000002,0,0.0,16,03/02/22 08:32:11,2021-12-17,2021-12-30,13.0
902,6410,4953,2022-02-01,0,450971,29.030001,0,59397.0,16,02/08/22 13:45:33,2021-10-14,2022-02-01,110.0
903,6411,4974,2022-02-02,0,762034,22.290001,0,72443.0,16,02/08/22 13:46:50,2021-10-28,2022-02-02,97.0
904,6412,4977,2022-02-04,0,481805,28.469999,0,60956.0,16,02/13/22 19:42:26,2021-11-16,2022-02-04,80.0
905,6413,4990,2022-01-30,1,484624,15.04,0,22330.0,16,02/08/22 14:09:12,2021-11-26,2022-02-27,65.0
906,6414,5001,2022-01-30,1,255248,14.81,0,11034.0,16,02/08/22 14:10:02,2021-12-09,2022-03-04,52.0
907,6415,4986,2022-02-02,1,204072,21.389999,0,17968.0,16,02/08/22 14:11:02,2021-11-18,2022-02-19,76.0
908,6416,4999,2022-02-03,1,429568,12.65,0,17709.0,16,02/08/22 14:11:55,2021-12-08,2022-03-12,57.0
909,6417,5002,2022-02-03,1,386038,14.04,0,20093.0,16,02/08/22 14:12:32,2021-12-10,2022-03-03,55.0
910,6418,5000,2022-02-04,1,257567,14.14,0,13108.0,16,02/13/22 19:44:11,2021-12-08,2022-03-11,58.0
911,6419,4985,2022-02-05,1,296516,22.530001,0,28276.0,16,02/13/22 19:43:25,2021-11-18,2022-02-09,79.0
912,6420,4976,2022-02-05,1,299006,25.25,0,33550.0,16,02/13/22 19:44:50,2021-11-12,2022-02-14,85.0
913,6421,5026,2022-02-02,0,568750,0.16,0,0.0,16,02/08/22 14:21:42,2022-01-20,2022-02-02,13.0
914,6422,5029,2022-02-07,0,2371591,0.88,0,0.0,16,02/08/22 14:24:24,2022-01-27,2022-02-07,11.0
915,6423,5027,2022-02-08,0,969697,0.33000001,0,0.0,16,02/08/22 14:26:23,2022-01-20,2022-02-08,19.0
916,6424,5013,2022-02-07,1,643584,11.95,0,23676.0,16,03/01/22 13:33:12,2021-12-28,2022-03-20,41.0
917,6425,5014,2022-02-09,1,474166,11.38,0,16225.0,16,03/01/22 13:36:31,2021-12-29,2022-03-18,42.0
918,6426,4973,2022-02-10,1,84459,31.1,0,8968.0,16,03/01/22 13:40:49,2021-11-09,2022-03-05,93.0
919,6427,4999,2022-02-10,1,404798,14.18,0,20249.0,16,03/01/22 13:42:10,2021-12-08,2022-03-12,64.0
920,6428,5024,2022-02-09,0,980000,0.30000001,0,0.0,16,02/13/22 15:11:40,2022-01-20,2022-02-09,20.0
921,6429,5025,2022-02-09,0,965625,0.31999999,0,0.0,16,02/13/22 15:59:03,2022-01-20,2022-02-09,20.0
922,6430,5022,2022-02-10,0,4525000,0.44,0,0.0,16,02/13/22 19:37:50,2022-01-19,2022-02-10,22.0
923,6431,5023,2022-02-11,0,4380357,0.56,0,0.0,16,02/13/22 19:40:23,2022-01-19,2022-02-11,23.0
924,6432,4985,2022-02-09,0,306464,22.42,0,29318.0,16,03/01/22 13:24:08,2021-11-18,2022-02-09,83.0
925,6433,5038,2022-02-04,0,10000,0.1,0,0.0,16,02/14/22 11:04:40,2022-02-02,2022-02-04,2.0
926,6434,5000,2022-02-14,1,233148,16.76,0,15174.0,16,03/01/22 13:43:21,2021-12-08,2022-03-11,68.0
927,6435,5012,2022-02-15,1,333087,12.43,0,13029.0,16,03/01/22 13:44:35,2021-12-28,2022-03-19,49.0
928,6436,5011,2022-02-18,1,304421,15.34,0,17150.0,16,03/01/22 14:01:14,2021-12-28,2022-03-21,52.0
929,6437,5030,2022-02-16,0,1380769,0.25999999,0,0.0,16,03/01/22 08:38:22,2022-01-31,2022-02-16,16.0
930,6438,5031,2022-02-16,0,1091892,0.37,0,0.0,16,03/01/22 08:48:14,2022-01-31,2022-02-16,16.0
931,6439,5033,2022-02-17,0,2154545,0.11,0,0.0,16,03/01/22 09:08:09,2022-02-04,2022-02-17,13.0
932,6440,5044,2022-02-17,0,1161538,0.13,0,0.0,16,03/01/22 09:48:05,2022-02-06,2022-02-17,11.0
933,6441,5045,2022-02-21,0,1244000,0.25,0,0.0,16,03/01/22 11:35:32,2022-02-06,2022-02-21,15.0
934,6442,5032,2022-02-18,0,1026531,0.49000001,0,0.0,16,03/01/22 11:20:36,2022-01-31,2022-02-18,18.0
935,6443,5046,2022-02-22,0,1137838,0.37,0,0.0,16,03/01/22 12:07:07,2022-02-06,2022-02-22,16.0
936,6444,5043,2022-02-17,0,1150000,0.14,0,0.0,16,03/01/22 12:53:24,2022-02-04,2022-02-17,13.0
937,6445,4998,2022-02-23,0,184273,20.33,0,14552.0,16,03/08/22 09:57:03,2021-12-07,2022-02-23,78.0
938,6446,4980,2022-02-14,0,269551,32.529999,0,43942.0,16,03/01/22 13:25:26,2021-11-10,2022-02-14,96.0
939,6447,4976,2022-02-14,0,439736,28.459999,0,54706.0,16,03/01/22 13:27:47,2021-11-12,2022-02-14,94.0
940,6448,4978,2022-02-17,0,817588,27.35,0,98503.0,16,03/01/22 13:29:06,2021-11-17,2022-02-17,92.0
941,6449,4986,2022-02-19,0,580478,27.92,0,72248.0,16,03/01/22 13:37:55,2021-11-18,2022-02-19,93.0
942,6450,4997,2022-02-26,0,179721,21.889999,0,15932.0,16,03/08/22 09:25:25,2021-12-07,2022-02-26,81.0
943,6452,5001,2022-02-16,1,191577,18.879999,0,14632.0,16,03/01/22 13:47:24,2021-12-09,2022-03-04,69.0
944,6453,5009,2022-02-15,1,242518,15.3,0,14258.0,16,03/01/22 13:51:42,2021-12-22,2022-03-31,55.0
945,6454,5010,2022-02-17,1,100736,16.74,0,6854.0,16,03/01/22 13:56:13,2021-12-22,2022-04-04,57.0
946,6455,4990,2022-02-27,0,1036892,23.719999,0,106331.0,16,03/08/22 09:32:26,2021-11-26,2022-02-27,93.0
947,6456,5019,2022-02-22,1,237276,13.25,0,10765.0,16,03/01/22 14:09:58,2022-01-13,2022-04-08,40.0
948,6457,5018,2022-02-24,1,215137,13.01,0,9124.0,16,03/08/22 09:44:19,2022-01-12,2022-04-04,43.0
949,6458,5010,2022-02-25,1,101120,19.32,0,7966.0,16,03/08/22 09:38:57,2021-12-22,2022-04-04,65.0
950,6459,4999,2022-02-26,1,139511,21.700001,0,13084.0,16,03/08/22 09:48:56,2021-12-08,2022-03-12,80.0
951,6460,5017,2022-02-27,1,221772,12.66,0,9250.0,16,03/08/22 09:51:00,2022-01-12,2022-04-06,46.0
952,6461,5057,2022-02-24,0,1445455,0.66000003,0,0.0,16,03/01/22 15:01:32,2022-02-17,2022-02-24,7.0
953,6462,5055,2022-02-25,0,1300000,0.64999998,0,0.0,16,03/01/22 15:14:57,2022-02-17,2022-02-25,8.0
954,6463,5065,2022-02-27,0,372727,0.55000001,0,0.0,16,03/02/22 08:18:59,2022-02-22,2022-02-27,5.0
955,6465,5042,2022-02-01,0,1158696,0.46000001,0,0.0,16,03/02/22 08:36:13,2022-01-11,2022-02-01,21.0
956,6466,5068,2022-02-22,0,1917857,0.28,0,0.0,16,03/02/22 08:39:33,2022-02-04,2022-02-22,18.0
957,6467,5001,2022-03-04,0,705123,24.200001,0,73120.0,16,03/15/22 13:30:00,2021-12-09,2022-03-04,85.0
958,6468,5002,2022-03-03,0,820145,24.870001,0,88396.0,16,03/15/22 13:30:39,2021-12-10,2022-03-03,83.0
959,6469,4973,2022-03-05,0,310211,38.68,0,66274.0,16,03/15/22 13:29:22,2021-11-09,2022-03-05,116.0
960,6470,5014,2022-03-08,1,162207,18.98,0,11900.0,16,03/22/22 21:08:56,2021-12-29,2022-03-18,69.0
961,6471,5061,2022-03-01,0,887500,0.47999999,0,0.0,16,03/08/22 10:09:45,2022-02-21,2022-03-01,8.0
962,6472,5054,2022-03-02,0,1178261,0.23,0,0.0,16,03/08/22 10:41:24,2022-02-17,2022-03-02,13.0
963,6473,5053,2022-03-02,0,2076923,0.25999999,0,0.0,16,03/08/22 11:33:09,2022-02-17,2022-03-02,13.0
964,6474,5012,2022-03-08,1,286401,19.35,0,22618.0,16,03/15/22 13:27:22,2021-12-28,2022-03-19,70.0
965,6475,5051,2022-03-04,0,2321951,0.41,0,0.0,16,03/08/22 13:57:53,2022-02-12,2022-03-04,20.0
966,6476,5052,2022-03-09,0,4419231,0.77999997,0,0.0,16,03/10/22 08:19:44,2022-02-13,2022-03-09,24.0
967,6477,4999,2022-03-09,1,258940,25.639999,0,29050.0,16,03/15/22 13:26:08,2021-12-08,2022-03-12,91.0
968,6478,5059,2022-03-11,0,1257143,0.14,0,0.0,16,03/11/22 14:13:45,2022-02-27,2022-03-11,12.0
969,6479,5000,2022-03-11,0,770878,24.459999,0,82452.0,16,03/22/22 21:21:21,2021-12-08,2022-03-11,93.0
970,6480,5058,2022-03-11,0,918750,0.16,0,0.0,16,03/15/22 13:09:50,2022-02-27,2022-03-11,12.0
971,6481,5069,2022-03-13,0,1094118,0.17,0,0.0,16,03/15/22 13:11:32,2022-02-27,2022-03-13,14.0
972,6482,5070,2022-03-14,0,1213043,0.23,0,0.0,16,03/15/22 13:13:22,2022-02-27,2022-03-14,15.0
973,6483,4999,2022-03-12,0,1074177,25.83,0,117325.0,16,03/22/22 21:22:05,2021-12-08,2022-03-12,94.0
974,6484,5017,2022-03-16,1,148422,17.84,0,11087.0,16,03/29/22 14:14:49,2022-01-12,2022-04-06,63.0
975,6485,5036,2022-03-17,1,113318,16.559999,0,6847.0,16,03/29/22 14:16:05,2022-02-01,2022-04-20,44.0
976,6486,5037,2022-03-18,1,117951,14.41,0,6260.0,16,03/29/22 14:16:45,2022-02-01,2022-04-19,45.0
977,6487,5034,2022-03-19,1,174721,15.02,0,9668.0,16,03/29/22 14:17:25,2022-01-31,2022-04-14,47.0
978,6488,5035,2022-03-20,1,137934,16.9,0,8988.0,16,04/06/22 00:53:31,2022-01-31,2022-04-20,48.0
979,6489,5014,2022-03-18,0,1162350,23.219999,0,116335.0,16,03/29/22 14:27:28,2021-12-29,2022-03-18,79.0
980,6490,5012,2022-03-19,0,1247443,20.34,0,105195.0,16,03/29/22 14:40:25,2021-12-28,2022-03-19,81.0
981,6491,5013,2022-03-20,0,1442918,23.299999,0,144079.0,16,03/29/22 14:42:22,2021-12-28,2022-03-20,82.0
982,6492,5011,2022-03-21,0,1050519,23.52,0,107246.0,16,04/05/22 22:28:42,2021-12-28,2022-03-21,83.0
983,6493,5056,2022-03-15,0,1965385,0.25999999,0,0.0,16,03/22/22 21:44:26,2022-02-27,2022-03-15,16.0
984,6494,5072,2022-03-16,0,1947945,1.46,0,0.0,16,03/22/22 21:51:48,2022-03-02,2022-03-16,14.0
985,6495,5062,2022-03-17,0,607143,0.41999999,0,0.0,16,03/22/22 21:54:38,2022-02-27,2022-03-17,18.0
986,6496,5076,2022-03-18,0,1860417,0.47999999,0,0.0,16,03/22/22 22:04:19,2022-03-11,2022-03-18,7.0
987,6497,5019,2022-03-22,1,152062,20.99,0,13799.0,16,04/06/22 00:54:13,2022-01-13,2022-04-08,68.0
988,6498,5018,2022-03-22,1,139360,22.0,0,13342.0,16,03/29/22 14:18:20,2022-01-12,2022-04-04,69.0
989,6499,5040,2022-03-23,1,192297,12.64,0,8136.0,16,04/06/22 00:55:08,2022-02-08,2022-04-29,43.0
990,6500,5039,2022-03-23,1,512047,11.63,0,18354.0,16,04/06/22 00:55:52,2022-02-07,2022-05-06,44.0
991,6501,5041,2022-03-24,1,365714,12.25,0,14759.0,16,04/06/22 01:04:06,2022-02-08,2022-04-29,44.0
992,6502,5049,2022-03-29,1,342507,11.41,0,13387.0,16,04/06/22 00:57:19,2022-02-10,2022-05-04,47.0
993,6503,5048,2022-03-29,1,571526,11.17,0,21674.0,16,04/06/22 00:58:05,2022-02-09,2022-05-01,48.0
994,6504,5010,2022-04-04,0,611607,28.0,0,76907.0,16,04/11/22 11:40:39,2021-12-22,2022-04-04,103.0
995,6505,5060,2022-03-15,0,929032,0.31,0,0.0,16,04/05/22 22:17:53,2022-02-27,2022-03-15,16.0
996,6506,5009,2022-03-31,0,693144,27.58,0,84197.0,16,04/06/22 00:22:22,2021-12-22,2022-03-31,99.0
997,6507,5018,2022-04-04,0,416163,26.48,0,48517.0,16,04/21/22 12:57:17,2022-01-12,2022-04-04,82.0
998,6508,5079,2022-03-31,0,5031250,0.31999999,0,0.0,16,04/06/22 00:27:34,2022-03-16,2022-03-31,15.0
999,6509,5080,2022-04-01,0,1000000,0.28999999,0,0.0,16,04/06/22 00:31:10,2022-03-16,2022-04-01,16.0
1000,6510,5081,2022-04-01,0,1153571,0.28,0,0.0,16,04/06/22 00:34:02,2022-03-16,2022-04-01,16.0
1001,6511,5082,2022-04-05,0,2543902,0.41,0,0.0,16,04/06/22 00:37:28,2022-03-19,2022-04-05,17.0
1002,6512,5035,2022-04-01,1,102649,20.76,0,8860.0,16,04/21/22 13:03:23,2022-01-31,2022-04-20,60.0
1003,6513,5047,2022-04-01,1,453338,15.43,0,25570.0,16,04/21/22 13:04:04,2022-02-11,2022-04-27,49.0
1004,6514,5037,2022-04-02,1,96327,19.33,0,7425.0,16,04/21/22 13:04:38,2022-02-01,2022-04-19,60.0
1005,6515,5063,2022-04-03,1,170128,13.29,0,5663.0,16,04/21/22 13:05:48,2022-02-16,2022-05-11,46.0
1006,6516,5041,2022-04-04,1,314039,16.809999,0,20526.0,16,04/21/22 13:06:30,2022-02-08,2022-04-29,55.0
1007,6517,5017,2022-04-06,0,534591,25.440001,0,58776.0,16,04/21/22 12:58:24,2022-01-12,2022-04-06,84.0
1008,6518,5036,2022-04-03,1,58973,22.790001,0,5776.0,16,04/21/22 13:05:02,2022-02-01,2022-04-20,61.0
1009,6519,5034,2022-04-01,1,92217,21.969999,0,8464.0,16,04/21/22 13:02:39,2022-01-31,2022-04-14,60.0
1010,6520,5083,2022-04-06,0,2405455,0.55000001,0,0.0,16,04/11/22 11:27:56,2022-03-19,2022-04-06,18.0
1011,6521,5019,2022-04-08,0,682100,28.1,0,79075.0,16,04/21/22 12:58:57,2022-01-13,2022-04-08,85.0
1012,6522,5064,2022-04-06,1,436892,10.49,0,15057.0,16,04/21/22 13:07:12,2022-02-22,2022-05-27,43.0
1013,6523,5039,2022-04-08,1,378395,16.200001,0,19986.0,16,04/21/22 13:08:23,2022-02-07,2022-05-06,60.0
1014,6524,5048,2022-04-10,1,472086,15.87,0,25654.0,16,04/21/22 13:09:19,2022-02-09,2022-05-01,60.0
1015,6525,5050,2022-04-10,1,692783,13.44,0,29659.0,16,04/21/22 13:36:51,2022-02-16,2022-05-15,53.0
1016,6526,5049,2022-04-11,1,314722,14.74,0,13015.0,16,04/21/22 13:38:02,2022-02-10,2022-05-04,60.0
1017,6527,5067,2022-04-11,1,462048,13.28,0,16753.0,16,04/21/22 13:38:35,2022-02-25,2022-05-13,45.0
1018,6528,5047,2022-04-12,1,231389,18.0,0,11960.0,16,04/21/22 13:42:57,2022-02-11,2022-04-27,60.0
1019,6529,5091,2022-04-13,0,956000,0.25,0,0.0,16,04/21/22 11:49:32,2022-03-29,2022-04-13,15.0
1020,6530,5090,2022-04-13,0,1047619,0.20999999,0,0.0,16,04/21/22 11:54:42,2022-03-29,2022-04-13,15.0
1021,6531,5088,2022-04-14,0,678788,0.33000001,0,0.0,16,04/21/22 11:56:57,2022-03-29,2022-04-14,16.0
1022,6532,5089,2022-04-14,0,737500,0.31999999,0,0.0,16,04/21/22 11:57:26,2022-03-29,2022-04-14,16.0
1023,6533,5034,2022-04-14,0,291725,25.860001,0,30503.0,16,04/25/22 16:09:55,2022-01-31,2022-04-14,73.0
1024,6534,5037,2022-04-19,0,306845,26.049999,0,32419.0,16,05/06/22 09:04:35,2022-02-01,2022-04-19,77.0
1025,6535,5036,2022-04-20,0,267246,27.02,0,29849.0,16,05/06/22 09:37:20,2022-02-01,2022-04-20,78.0
1026,6536,5035,2022-04-20,0,356540,25.84,0,37169.0,16,05/06/22 10:08:02,2022-01-31,2022-04-20,79.0
1027,6537,5040,2022-04-13,1,95045,20.030001,0,5591.0,16,04/21/22 13:45:23,2022-02-08,2022-04-29,64.0
1028,6538,5066,2022-04-13,1,394988,12.57,0,13048.0,16,04/25/22 16:11:58,2022-02-24,2022-05-20,48.0
1029,6539,5041,2022-04-18,1,298285,21.58,0,25427.0,16,05/05/22 17:57:51,2022-02-08,2022-04-29,69.0
1030,6540,5047,2022-04-18,1,454467,19.700001,0,34546.0,16,05/05/22 17:58:43,2022-02-11,2022-04-27,66.0
1031,6541,5098,2022-04-22,0,968571,0.34999999,0,0.0,16,04/25/22 16:02:45,2022-04-05,2022-04-22,17.0
1032,6542,5075,2022-04-21,1,398675,10.57,0,10562.0,16,05/05/22 18:00:16,2022-03-09,2022-06-02,43.0
1033,6543,5064,2022-04-22,1,427722,14.97,0,21784.0,16,05/05/22 18:00:49,2022-02-22,2022-05-27,59.0
1034,6544,5084,2022-04-22,1,347253,12.74,0,11786.0,16,05/05/22 18:01:21,2022-03-16,2022-06-01,37.0
1035,6545,5050,2022-04-24,1,426604,18.08,0,24389.0,16,05/05/22 18:01:58,2022-02-16,2022-05-15,67.0
1036,6546,5071,2022-04-24,1,422118,16.049999,0,17663.0,16,05/05/22 18:04:50,2022-03-01,2022-05-24,54.0
1037,6547,5073,2022-04-25,1,647945,12.7,0,19514.0,16,05/06/22 08:43:56,2022-03-04,2022-06-04,52.0
1038,6548,5077,2022-04-25,1,465636,11.64,0,12409.0,16,05/06/22 08:50:48,2022-03-13,2022-05-30,43.0
1039,6549,5074,2022-04-25,1,340073,13.75,0,11845.0,16,05/06/22 08:51:20,2022-03-09,2022-05-18,47.0
1040,6550,5067,2022-04-25,1,363115,14.83,0,16571.0,16,05/06/22 08:43:14,2022-02-25,2022-05-13,59.0
1041,6551,5078,2022-04-28,1,563742,11.03,0,18331.0,16,05/06/22 09:00:21,2022-03-14,2022-06-10,45.0
1042,6552,5066,2022-04-30,1,332409,19.84,0,19205.0,16,05/16/22 14:39:25,2022-02-24,2022-05-20,65.0
1043,6553,5075,2022-04-30,1,427977,13.69,0,13668.0,16,05/16/22 14:42:27,2022-03-09,2022-06-02,52.0
1044,6554,5087,2022-05-01,1,523675,11.7,0,13832.0,16,05/27/22 11:43:11,2022-03-18,2022-06-08,44.0
1045,6555,5078,2022-05-04,1,524571,12.82,0,20488.0,16,05/18/22 10:40:50,2022-03-14,2022-06-10,51.0
1046,6556,5047,2022-04-27,0,1975875,21.17,0,145267.0,16,05/06/22 10:09:23,2022-02-11,2022-04-27,75.0
1047,6557,5041,2022-04-29,0,1035153,26.200001,0,102083.0,16,05/06/22 10:48:02,2022-02-08,2022-04-29,80.0
1048,6558,5040,2022-04-29,0,429773,26.030001,0,33777.0,16,05/16/22 14:49:43,2022-02-08,2022-04-29,80.0
1049,6559,5048,2022-05-01,0,1431802,21.33,0,108147.0,16,05/27/22 11:24:38,2022-02-09,2022-05-01,81.0
1050,6560,5049,2022-05-04,0,826724,21.030001,0,63716.0,16,05/16/22 14:32:25,2022-02-10,2022-05-04,83.0
1051,6561,5039,2022-05-06,0,981294,25.5,0,92654.0,16,05/16/22 14:33:27,2022-02-07,2022-05-06,88.0
1052,6562,5099,2022-04-26,0,1361111,0.54000002,0,0.0,16,05/06/22 11:31:16,2022-04-05,2022-04-26,21.0
1053,6563,5097,2022-04-26,0,878788,0.66000003,0,0.0,16,05/06/22 11:35:53,2022-04-05,2022-04-26,21.0
1054,6564,5106,2022-05-04,0,2084211,0.56999999,0,0.0,16,05/06/22 11:42:16,2022-04-14,2022-05-04,20.0
1055,6565,5104,2022-05-03,0,748000,0.5,0,0.0,16,05/06/22 11:44:47,2022-04-14,2022-05-03,19.0
1056,6566,5108,2022-05-05,0,5445833,0.23999999,0,0.0,16,05/06/22 11:48:38,2022-04-20,2022-05-05,15.0
1057,6567,5063,2022-05-11,0,566852,23.379999,0,50238.0,16,05/27/22 11:25:49,2022-02-16,2022-05-11,84.0
1058,6568,5067,2022-05-13,0,871531,21.99,0,65577.0,16,05/27/22 11:27:02,2022-02-25,2022-05-13,77.0
1059,6569,5050,2022-05-15,0,1254497,22.58,0,105928.0,16,05/27/22 11:28:03,2022-02-16,2022-05-15,88.0
1060,6570,5073,2022-05-12,1,293307,17.93,0,13361.0,16,05/31/22 19:04:09,2022-03-04,2022-06-04,69.0
1061,6571,5077,2022-05-12,1,194702,16.610001,0,9466.0,16,05/31/22 19:03:18,2022-03-13,2022-05-30,60.0
1062,6572,5107,2022-05-10,0,4871429,0.34999999,0,0.0,16,05/16/22 14:53:13,2022-04-20,2022-05-10,20.0
1063,6573,5084,2022-05-13,1,376207,19.67,0,24510.0,16,05/27/22 11:44:23,2022-03-16,2022-06-01,58.0
1064,6574,5117,2022-05-13,0,777273,0.22,0,0.0,16,05/16/22 15:20:26,2022-04-28,2022-05-13,15.0
1065,6575,5116,2022-05-13,0,900000,0.23,0,0.0,16,05/16/22 15:27:43,2022-04-28,2022-05-13,15.0
1066,6576,5105,2022-05-09,0,1688596,1.14,0,0.0,16,05/16/22 15:41:34,2022-04-14,2022-05-09,25.0
1067,6577,5124,2022-05-17,0,731250,0.63999999,0,0.0,16,05/27/22 11:10:20,2022-05-10,2022-05-17,7.0
1068,6578,5118,2022-05-18,0,836585,0.41,0,0.0,16,05/27/22 11:12:37,2022-04-28,2022-05-18,20.0
1069,6579,5119,2022-05-18,0,734146,0.41,0,0.0,16,05/27/22 11:14:24,2022-04-28,2022-05-18,20.0
1070,6580,5121,2022-05-19,0,2706667,0.44999999,0,0.0,16,05/27/22 11:18:57,2022-04-29,2022-05-19,20.0
1071,6581,5120,2022-05-23,0,969863,0.73000002,0,0.0,16,05/27/22 11:22:19,2022-04-28,2022-05-23,25.0
1072,6582,5074,2022-05-18,0,854481,19.75,0,49909.0,16,05/31/22 18:58:10,2022-03-09,2022-05-18,70.0
1073,6583,5066,2022-05-20,0,660491,24.450001,0,58060.0,16,05/31/22 18:59:04,2022-02-24,2022-05-20,85.0
1074,6584,5071,2022-05-24,0,1108163,23.030001,0,84000.0,16,06/06/22 15:41:55,2022-03-01,2022-05-24,84.0
1075,6585,5093,2022-05-20,1,626928,14.26,0,26334.0,16,06/06/22 15:45:40,2022-03-31,2022-06-29,50.0
1076,6586,5095,2022-05-21,1,552928,10.49,0,12922.0,16,06/19/22 11:01:48,2022-04-05,2022-07-06,46.0
1077,6587,5094,2022-05-21,1,439916,14.61,0,19965.0,16,06/06/22 13:37:48,2022-04-01,2022-06-27,50.0
1078,6588,5092,2022-05-24,1,522578,14.97,0,19423.0,16,06/06/22 15:32:11,2022-03-31,2022-06-30,54.0
1079,6589,5075,2022-05-26,1,318272,19.209999,0,15708.0,16,06/06/22 15:37:32,2022-03-09,2022-06-02,78.0
1080,6590,5073,2022-05-26,1,322543,21.469999,0,23495.0,16,06/19/22 11:03:50,2022-03-04,2022-06-04,83.0
1081,6591,5126,2022-05-24,0,1232143,1.12,0,0.0,16,05/27/22 11:53:51,2022-05-13,2022-05-24,11.0
1082,6592,5064,2022-05-27,0,1040027,24.77,0,89752.0,16,06/06/22 15:42:48,2022-02-22,2022-05-27,94.0
1083,6593,5085,2022-05-29,0,181791,23.139999,0,13562.0,16,06/06/22 15:43:31,2022-03-17,2022-05-29,73.0
1084,6594,5086,2022-05-29,0,193023,21.93,0,13635.0,16,06/19/22 10:09:02,2022-03-17,2022-05-29,73.0
